model_name,storage_cost_bytes,prompt_len_theta,retrieval_cost_ms,original_sentence,reconstructed_sentence,is_perfect,semantic_similarity,is_semantically_equivalent
gpt2-medium_pruned_0,1419398689,5,131.8986415863037,= = Post @-@ war career = =,"= = Post @-@ war period = = 

The first",False,0.6418687105178833,False
gpt2-medium_pruned_0,1419398689,10,0.0,= = Post @-@ war career = =,= = Post @-@ war career = =,True,1.0,True
gpt2-medium_pruned_0,1419398689,20,0.0,= = Post @-@ war career = =,= = Post @-@ war career = =,True,1.0,True
gpt2-medium_pruned_0,1419398689,40,0.0,= = Post @-@ war career = =,= = Post @-@ war career = =,True,1.0,True
gpt2-medium_pruned_0,1419398689,100,0.0,= = Post @-@ war career = =,= = Post @-@ war career = =,True,1.0,True
gpt2-medium_pruned_0,1419398689,5,4085.106372833252,"Headlam became Officer Commanding North @-@ Western Area in January 1946 . Posted to Britain at the end of the year , he attended the Royal Air Force Staff College , Andover , and served with RAAF Overseas Headquarters , London . On his return to Australia , in November 1947 , he became Director of Training at RAAF Headquarters . In November 1950 , Headlam was appointed to take over command of No. 90 ( Composite ) Wing from Group Captain Paddy Heffernan . Headquartered at RAF Changi , Singapore , No. 90 Wing controlled RAAF units operating during the Malayan Emergency : No. 1 ( Bomber ) Squadron , flying Avro Lincolns , and No. 38 ( Transport ) Squadron , flying Douglas C @-@ 47 Dakotas . The Lincolns conducted area bombing missions over communist @-@ held territory , as well as strikes against pinpoint targets . The Dakotas were tasked with courier flights , VIP transport and medical evacuations across South East Asia , and in Malaya with airlifting troops and cargo , dropping supplies to friendly forces and despatching propaganda leaflets . Headlam was slightly injured on 20 December , when a No. 38 Squadron Dakota he was co @-@ piloting on a supply drop crash @-@ landed at Kampong Aur in Pahang , following engine failure . In August 1951 he was named commander of RAF Tengah , Singapore , in addition to his post as commanding officer of No. 90 Wing . Headlam handed over command of No. 90 Wing in December 1951 .","Headlam became Officer Commanding the 1st Battalion , Royal Regiment of Scotland ( 1st RRS ) , in July 1914 . He was promoted to Lieutenant Colonel in November 1914 . He was appointed First Lieutenant in March 1915 , and was promoted to Major General in May 1915 . He was appointed First Lieutenant in November 1915 , and was promoted to Major General in May 1916 . He was appointed First Lieutenant in March 1917 , and was promoted to Major General in May 1917 . He was appointed First Lieutenant in March 1918 , and was promoted to Major General in May 1918 . He was appointed First Lieutenant in March 1919 , and was promoted to Major General in May 1919 . He was appointed First Lieutenant in March 1920 , and was promoted to Major General in May 1920 . He was appointed First Lieutenant in March 1921 , and was promoted to Major General in May 1921 . He was appointed First Lieutenant in March 1922 , and was promoted to Major General in May 1922 . He was appointed First Lieutenant in March 1923 , and was promoted to Major General in May 1923 . He was appointed First Lieutenant in March 1924 , and was promoted to Major General in May 1924 . He was appointed First Lieutenant in March 1925 , and was promoted to Major General in May 1925 . He was appointed First Lieutenant in March 1926 , and was promoted to Major General in May 1926 . He was appointed First Lieutenant in March 1927 , and was promoted to Major General in May 1927 . He was appointed First Lieutenant in March 1928 , and was promoted to Major General in May 1928 . He was appointed First Lieutenant in March 1929 , and was promoted to Major General in May 1929 .",False,0.4223785996437073,False
gpt2-medium_pruned_0,1419398689,10,4022.1927165985107,"Headlam became Officer Commanding North @-@ Western Area in January 1946 . Posted to Britain at the end of the year , he attended the Royal Air Force Staff College , Andover , and served with RAAF Overseas Headquarters , London . On his return to Australia , in November 1947 , he became Director of Training at RAAF Headquarters . In November 1950 , Headlam was appointed to take over command of No. 90 ( Composite ) Wing from Group Captain Paddy Heffernan . Headquartered at RAF Changi , Singapore , No. 90 Wing controlled RAAF units operating during the Malayan Emergency : No. 1 ( Bomber ) Squadron , flying Avro Lincolns , and No. 38 ( Transport ) Squadron , flying Douglas C @-@ 47 Dakotas . The Lincolns conducted area bombing missions over communist @-@ held territory , as well as strikes against pinpoint targets . The Dakotas were tasked with courier flights , VIP transport and medical evacuations across South East Asia , and in Malaya with airlifting troops and cargo , dropping supplies to friendly forces and despatching propaganda leaflets . Headlam was slightly injured on 20 December , when a No. 38 Squadron Dakota he was co @-@ piloting on a supply drop crash @-@ landed at Kampong Aur in Pahang , following engine failure . In August 1951 he was named commander of RAF Tengah , Singapore , in addition to his post as commanding officer of No. 90 Wing . Headlam handed over command of No. 90 Wing in December 1951 .","Headlam became Officer Commanding North @-@ West Somerset Regiment in 1842 . He was appointed as a brigadier in 1844 , and was promoted to brigadier general in 1846 . He was appointed as a brigadier general in 1848 , and was promoted to brigadier general in 1849 . He was appointed as a brigadier general in 1851 , and was promoted to brigadier general in 1853 . He was appointed as a brigadier general in 1854 , and was promoted to brigadier general in 1855 . He was appointed as a brigadier general in 1856 , and was promoted to brigadier general in 1857 . He was appointed as a brigadier general in 1859 , and was promoted to brigadier general in 1861 . He was appointed as a brigadier general in 1862 , and was promoted to brigadier general in 1863 . He was appointed as a brigadier general in 1864 , and was promoted to brigadier general in 1865 . He was appointed as a brigadier general in 1866 , and was promoted to brigadier general in 1867 . He was appointed as a brigadier general in 1868 , and was promoted to brigadier general in 1869 . He was appointed as a brigadier general in 1870 , and was promoted to brigadier general in 1871 . He was appointed as a brigadier general in 1872 , and was promoted to brigadier general in 1873 . He was appointed as a brigadier general in 1874 , and was promoted to brigadier general in 1875 . He was appointed as a brigadier general in 1876",False,0.36020320653915405,False
gpt2-medium_pruned_0,1419398689,20,3890.345811843872,"Headlam became Officer Commanding North @-@ Western Area in January 1946 . Posted to Britain at the end of the year , he attended the Royal Air Force Staff College , Andover , and served with RAAF Overseas Headquarters , London . On his return to Australia , in November 1947 , he became Director of Training at RAAF Headquarters . In November 1950 , Headlam was appointed to take over command of No. 90 ( Composite ) Wing from Group Captain Paddy Heffernan . Headquartered at RAF Changi , Singapore , No. 90 Wing controlled RAAF units operating during the Malayan Emergency : No. 1 ( Bomber ) Squadron , flying Avro Lincolns , and No. 38 ( Transport ) Squadron , flying Douglas C @-@ 47 Dakotas . The Lincolns conducted area bombing missions over communist @-@ held territory , as well as strikes against pinpoint targets . The Dakotas were tasked with courier flights , VIP transport and medical evacuations across South East Asia , and in Malaya with airlifting troops and cargo , dropping supplies to friendly forces and despatching propaganda leaflets . Headlam was slightly injured on 20 December , when a No. 38 Squadron Dakota he was co @-@ piloting on a supply drop crash @-@ landed at Kampong Aur in Pahang , following engine failure . In August 1951 he was named commander of RAF Tengah , Singapore , in addition to his post as commanding officer of No. 90 Wing . Headlam handed over command of No. 90 Wing in December 1951 .","Headlam became Officer Commanding North @-@ Western Area in January 1946 . Posted to Britain at the end of the year , he was promoted to Lieutenant Colonel in March . He was promoted to Major General in April , and was promoted to Brigadier General in May . He was promoted to Brigadier General in June , and was promoted to Major General in July . He was promoted to Brigadier General in August , and was promoted to Major General in September . He was promoted to Brigadier General in October , and was promoted to Major General in November . He was promoted to Brigadier General in December , and was promoted to Major General in January . 
 
  
  
                                                                                                                                                                                     ",False,0.511991024017334,False
gpt2-medium_pruned_0,1419398689,40,3637.8555297851562,"Headlam became Officer Commanding North @-@ Western Area in January 1946 . Posted to Britain at the end of the year , he attended the Royal Air Force Staff College , Andover , and served with RAAF Overseas Headquarters , London . On his return to Australia , in November 1947 , he became Director of Training at RAAF Headquarters . In November 1950 , Headlam was appointed to take over command of No. 90 ( Composite ) Wing from Group Captain Paddy Heffernan . Headquartered at RAF Changi , Singapore , No. 90 Wing controlled RAAF units operating during the Malayan Emergency : No. 1 ( Bomber ) Squadron , flying Avro Lincolns , and No. 38 ( Transport ) Squadron , flying Douglas C @-@ 47 Dakotas . The Lincolns conducted area bombing missions over communist @-@ held territory , as well as strikes against pinpoint targets . The Dakotas were tasked with courier flights , VIP transport and medical evacuations across South East Asia , and in Malaya with airlifting troops and cargo , dropping supplies to friendly forces and despatching propaganda leaflets . Headlam was slightly injured on 20 December , when a No. 38 Squadron Dakota he was co @-@ piloting on a supply drop crash @-@ landed at Kampong Aur in Pahang , following engine failure . In August 1951 he was named commander of RAF Tengah , Singapore , in addition to his post as commanding officer of No. 90 Wing . Headlam handed over command of No. 90 Wing in December 1951 .","Headlam became Officer Commanding North @-@ Western Area in January 1946 . Posted to Britain at the end of the year , he attended the Royal Air Force Staff College , Andover , and served as a pilot instructor . He was promoted to Lieutenant Colonel in March 1946 , and was promoted to Major General in May . He was appointed to the Royal Air Force Staff College in July 1946 , and was promoted to Brigadier General in September . He was appointed to the Royal Air Force Staff College in October 1946 , and was promoted to Brigadier General in December . He was appointed to the Royal Air Force Staff College in January 1947 , and was promoted to Major General in March 1947 . He was appointed to the Royal Air Force Staff College in April 1947 , and was promoted to Brigadier General in May 1947 . He was appointed to the Royal Air Force Staff College in June 1947 , and was promoted to Major General in July 1947 . He was appointed to the Royal Air Force Staff College in August 1947 , and was promoted to Brigadier General in September 1947 . He was appointed to the Royal Air Force Staff College in October 1947 , and was promoted to Major General in November 1947 . He was appointed to the Royal Air Force Staff College in December 1947 , and was promoted to Brigadier General in January 1948 . He was appointed to the Royal Air Force Staff College in March 1948 , and was promoted to Major General in April 1948 . He was appointed to the Royal Air Force Staff College in May 1948 , and was promoted to Brigadier General in June 1948 . He was appointed to the Royal Air Force Staff College in July 1948",False,0.5489188432693481,False
gpt2-medium_pruned_0,1419398689,100,2870.4075813293457,"Headlam became Officer Commanding North @-@ Western Area in January 1946 . Posted to Britain at the end of the year , he attended the Royal Air Force Staff College , Andover , and served with RAAF Overseas Headquarters , London . On his return to Australia , in November 1947 , he became Director of Training at RAAF Headquarters . In November 1950 , Headlam was appointed to take over command of No. 90 ( Composite ) Wing from Group Captain Paddy Heffernan . Headquartered at RAF Changi , Singapore , No. 90 Wing controlled RAAF units operating during the Malayan Emergency : No. 1 ( Bomber ) Squadron , flying Avro Lincolns , and No. 38 ( Transport ) Squadron , flying Douglas C @-@ 47 Dakotas . The Lincolns conducted area bombing missions over communist @-@ held territory , as well as strikes against pinpoint targets . The Dakotas were tasked with courier flights , VIP transport and medical evacuations across South East Asia , and in Malaya with airlifting troops and cargo , dropping supplies to friendly forces and despatching propaganda leaflets . Headlam was slightly injured on 20 December , when a No. 38 Squadron Dakota he was co @-@ piloting on a supply drop crash @-@ landed at Kampong Aur in Pahang , following engine failure . In August 1951 he was named commander of RAF Tengah , Singapore , in addition to his post as commanding officer of No. 90 Wing . Headlam handed over command of No. 90 Wing in December 1951 .","Headlam became Officer Commanding North @-@ Western Area in January 1946 . Posted to Britain at the end of the year , he attended the Royal Air Force Staff College , Andover , and served with RAAF Overseas Headquarters , London . On his return to Australia , in November 1947 , he became Director of Training at RAAF Headquarters . In November 1950 , Headlam was appointed to take over command of No. 90 ( Composite ) Wing from Group Captain Paddy Heffernan . Headlam was appointed to the position in March 1951 , and was promoted to Group Captain in July 1951 . He was promoted to Group Captain in September 1951 , and was promoted to Group Captain in November 1951 . He was promoted to Group Captain in March 1952 , and was promoted to Group Captain in March 1953 . He was promoted to Group Captain in March 1954 , and was promoted to Group Captain in March 1955 . He was promoted to Group Captain in March 1956 , and was promoted to Group Captain in March 1957 . He was promoted to Group Captain in March 1958 , and was promoted to Group Captain in March 1959 . He was promoted to Group Captain in March 1960 , and was promoted to Group Captain in March 1961 . He was promoted to Group Captain in March 1962 , and was promoted to Group Captain in March 1963 . He was promoted to Group Captain in March 1964 , and was promoted to Group Captain in March 1965 . He was promoted to Group Captain in March 1966 , and was promoted to Group Captain in March 1967 . He was promoted to Group Captain in March 1968 , and was promoted to Group Captain in March 1969 . He",False,0.6059415340423584,False
gpt2-medium_pruned_0,1419398689,5,2747.1396923065186,"On 19 February 1952 , Headlam became senior air staff officer ( SASO ) at Eastern Area Command in Penrith , New South Wales . During his term as SASO , the RAAF began re @-@ equipping with English Electric Canberra jet bombers and CAC Sabre jet fighters . The Air Force also underwent a major organisational change , as it transitioned from a geographically based command @-@ and @-@ control system to one based on function , resulting in the establishment of Home ( operational ) , Training , and Maintenance Commands . Eastern Area Command , considered a de facto operational headquarters owing to the preponderance of combat units under its control , was reorganised as Home Command in October 1953 . Headlam was appointed an Officer of the Order of the British Empire ( OBE ) in the 1954 New Year Honours for his "" exceptional ability and devotion to duty "" . He was promoted to acting air commodore in May . His appointment as aide @-@ de @-@ camp to Queen Elizabeth II was announced on 7 October 1954 .","On 19 February 1952 , the United States entered World War II . The United States entered the war on the side of the Allies , and the United States entered the war on the side of the Axis powers . The United States entered the war on the side of the Allies , and the United States entered the war on the side of the Axis powers . 
 
 
 
 
 
 
  
  
  
  
  
  
  
   
   
                                                                                                         ",False,0.09370480477809906,False
gpt2-medium_pruned_0,1419398689,10,2682.4982166290283,"On 19 February 1952 , Headlam became senior air staff officer ( SASO ) at Eastern Area Command in Penrith , New South Wales . During his term as SASO , the RAAF began re @-@ equipping with English Electric Canberra jet bombers and CAC Sabre jet fighters . The Air Force also underwent a major organisational change , as it transitioned from a geographically based command @-@ and @-@ control system to one based on function , resulting in the establishment of Home ( operational ) , Training , and Maintenance Commands . Eastern Area Command , considered a de facto operational headquarters owing to the preponderance of combat units under its control , was reorganised as Home Command in October 1953 . Headlam was appointed an Officer of the Order of the British Empire ( OBE ) in the 1954 New Year Honours for his "" exceptional ability and devotion to duty "" . He was promoted to acting air commodore in May . His appointment as aide @-@ de @-@ camp to Queen Elizabeth II was announced on 7 October 1954 .","On 19 February 1952 , Headlam became senior air officer at RAF Northolt , flying the F @-@ 4 Skyraider . He was promoted to captain on 1 March 1952 , and was appointed as a second lieutenant on 1 April 1952 . He was promoted to lieutenant colonel on 1 May 1952 , and was appointed as a second lieutenant on 1 June 1952 . He was promoted to brigadier general on 1 July 1952 , and was appointed as a brigadier general on 1 August 1952 . He was promoted to brigadier general on 1 September 1952 , and was appointed as a brigadier general on 1 October 1952 . He was promoted to brigadier general on 1 November 1952 , and was appointed as a brigadier general on 1 December 1952 . He was promoted to brigadier general on 1 January 1953 , and was appointed as a brigadier general on 1 January 1954 . He was promoted to brigadier general on 1 February 1954 , and was appointed as a brigadier general on 1 February 1955 . He was promoted to brigadier general on 1 March 1955 , and was appointed as a brigadier general",False,0.6086391806602478,False
gpt2-medium_pruned_0,1419398689,20,2550.1413345336914,"On 19 February 1952 , Headlam became senior air staff officer ( SASO ) at Eastern Area Command in Penrith , New South Wales . During his term as SASO , the RAAF began re @-@ equipping with English Electric Canberra jet bombers and CAC Sabre jet fighters . The Air Force also underwent a major organisational change , as it transitioned from a geographically based command @-@ and @-@ control system to one based on function , resulting in the establishment of Home ( operational ) , Training , and Maintenance Commands . Eastern Area Command , considered a de facto operational headquarters owing to the preponderance of combat units under its control , was reorganised as Home Command in October 1953 . Headlam was appointed an Officer of the Order of the British Empire ( OBE ) in the 1954 New Year Honours for his "" exceptional ability and devotion to duty "" . He was promoted to acting air commodore in May . His appointment as aide @-@ de @-@ camp to Queen Elizabeth II was announced on 7 October 1954 .","On 19 February 1952 , Headlam became senior air staff officer ( SASO ) at Eastern Area Command , and was appointed as the first officer in charge of the Air Force 's Air Transport Command . He was appointed to the position on 1 March 1952 , and was appointed to the position on 1 April 1952 . He was appointed to the position on 1 May 1952 , and was appointed to the position on 1 June 1952 . He was appointed to the position on 1 July 1952 , and was appointed to the position on 1 August 1952 . He was appointed to the position on 1 September 1952 , and was appointed to the position on 1 October 1952 . He was appointed to the position on 1 November 1952 , and was appointed to the position on 1 December 1952 . He was appointed to the position on 1 January 1953 , and was appointed to the position on 1 February 1953 . He was appointed to the position on 1 March 1953 , and was appointed to the position on 1 April 1953 . He was appointed to the position on 1 May 1953 , and was appointed to the position on 1 June 1953 . He",False,0.7701895236968994,False
gpt2-medium_pruned_0,1419398689,40,2294.534683227539,"On 19 February 1952 , Headlam became senior air staff officer ( SASO ) at Eastern Area Command in Penrith , New South Wales . During his term as SASO , the RAAF began re @-@ equipping with English Electric Canberra jet bombers and CAC Sabre jet fighters . The Air Force also underwent a major organisational change , as it transitioned from a geographically based command @-@ and @-@ control system to one based on function , resulting in the establishment of Home ( operational ) , Training , and Maintenance Commands . Eastern Area Command , considered a de facto operational headquarters owing to the preponderance of combat units under its control , was reorganised as Home Command in October 1953 . Headlam was appointed an Officer of the Order of the British Empire ( OBE ) in the 1954 New Year Honours for his "" exceptional ability and devotion to duty "" . He was promoted to acting air commodore in May . His appointment as aide @-@ de @-@ camp to Queen Elizabeth II was announced on 7 October 1954 .","On 19 February 1952 , Headlam became senior air staff officer ( SASO ) at Eastern Area Command in Penrith , New South Wales . During his term as SASO , the RAAF began a major expansion of its airfields in the region . The RAAF 's new airfields were to be located in the northern part of the state , and the new airfields were to be built in the southern part of the state . Headlam was appointed as the new SASO on 1 March 1952 . He was appointed to the position on 1 April 1952 , and was appointed to the position on 1 May 1952 . He was appointed to the position on 1 June 1952 , and was appointed to the position on 1 July 1952 . He was appointed to the position on 1 August 1952 , and was appointed to the position on 1 September 1952 . He was appointed to the position on 1 October 1952 , and was appointed to the position on 1 November 1952 . He was appointed to the position on 1 December 1952 , and was appointed to the position on 1 January 1953 . He was appointed to the",False,0.8217103481292725,False
gpt2-medium_pruned_0,1419398689,100,1518.2013511657715,"On 19 February 1952 , Headlam became senior air staff officer ( SASO ) at Eastern Area Command in Penrith , New South Wales . During his term as SASO , the RAAF began re @-@ equipping with English Electric Canberra jet bombers and CAC Sabre jet fighters . The Air Force also underwent a major organisational change , as it transitioned from a geographically based command @-@ and @-@ control system to one based on function , resulting in the establishment of Home ( operational ) , Training , and Maintenance Commands . Eastern Area Command , considered a de facto operational headquarters owing to the preponderance of combat units under its control , was reorganised as Home Command in October 1953 . Headlam was appointed an Officer of the Order of the British Empire ( OBE ) in the 1954 New Year Honours for his "" exceptional ability and devotion to duty "" . He was promoted to acting air commodore in May . His appointment as aide @-@ de @-@ camp to Queen Elizabeth II was announced on 7 October 1954 .","On 19 February 1952 , Headlam became senior air staff officer ( SASO ) at Eastern Area Command in Penrith , New South Wales . During his term as SASO , the RAAF began re @-@ equipping with English Electric Canberra jet bombers and CAC Sabre jet fighters . The Air Force also underwent a major organisational change , as it transitioned from a geographically based command @-@ and @-@ control system to one based on function , resulting in the establishment of Home Air Command ( HAC ) in 1952 . 
 
 
 
 
 
 
 
 
 
 
  
  
  
  
  
  
   
   
    
                                                       ",False,0.8523106575012207,False
gpt2-medium_pruned_0,1419398689,5,3698.045015335083,"Headlam was promoted to substantive air commodore on 1 January 1955 . In November he was posted to RAAF Overseas Headquarters , London , and the following year undertook studies at the Imperial Defence College . Returning to Australia , he served as acting Air Member for Personnel at the Department of Air , Canberra , from 19 March to 21 October 1957 , between the terms of Air Vice Marshals Fred Scherger and Allan Walters , and again from 24 August 1959 to 28 March 1960 , between the terms of Walters and Air Vice Marshal Bill Hely . In this role Headlam occupied a seat on the Air Board , the service 's controlling body that comprised its senior officers and was chaired by the Chief of the Air Staff . He was also one of two RAAF representatives to serve on a committee , chaired by businessman William John Allison , examining conditions of defence service ; the committee 's recommendations led to a doubling of flight pay , among other improvements . Headlam 's other positions at the Department of Air included Air Commodore Plans from October 1957 to January 1959 , and Director General Plans and Policy from January to August 1959 . The latter assignment put him in charge of the RAAF 's Directorate of Intelligence . Headlam was appointed a Commander of the Order of the British Empire ( CBE ) in the 1958 Queen 's Birthday Honours , gazetted on 3 June . In May 1960 he became acting Deputy Chief of the Air Staff .","Headlam was promoted to the main stage at the end of the second week of the tour , and was the first show to be played at the Royal Albert Hall . The show was a success , and the audience was estimated at over 1 @,@ 000 . The band 's manager , John Peel , was also present , and he was quoted as saying , "" We had a great time . We had a great time . We had a great time . "" The band 's manager , John Peel , was also present , and he was quoted as saying , "" We had a great time . We had a great time . "" The band 's manager , John Peel , was also present , and he was quoted as saying , "" We had a great time . We had a great time . "" 
 
 
 
 
 
 
  
  
  
   
    
                                                                                                   ",False,0.2766638398170471,False
gpt2-medium_pruned_0,1419398689,10,3634.9964141845703,"Headlam was promoted to substantive air commodore on 1 January 1955 . In November he was posted to RAAF Overseas Headquarters , London , and the following year undertook studies at the Imperial Defence College . Returning to Australia , he served as acting Air Member for Personnel at the Department of Air , Canberra , from 19 March to 21 October 1957 , between the terms of Air Vice Marshals Fred Scherger and Allan Walters , and again from 24 August 1959 to 28 March 1960 , between the terms of Walters and Air Vice Marshal Bill Hely . In this role Headlam occupied a seat on the Air Board , the service 's controlling body that comprised its senior officers and was chaired by the Chief of the Air Staff . He was also one of two RAAF representatives to serve on a committee , chaired by businessman William John Allison , examining conditions of defence service ; the committee 's recommendations led to a doubling of flight pay , among other improvements . Headlam 's other positions at the Department of Air included Air Commodore Plans from October 1957 to January 1959 , and Director General Plans and Policy from January to August 1959 . The latter assignment put him in charge of the RAAF 's Directorate of Intelligence . Headlam was appointed a Commander of the Order of the British Empire ( CBE ) in the 1958 Queen 's Birthday Honours , gazetted on 3 June . In May 1960 he became acting Deputy Chief of the Air Staff .","Headlam was promoted to substantive air commodore on 1 January 1919 , and was assigned to the Royal Navy 's Destroyer Division . She was assigned to the Mediterranean Fleet in November 1919 , and was decommissioned on 1 January 1921 . She was sold for scrap in November 1922 . 
 
   
                                                                                                                                                                                                                                   ",False,0.6355865001678467,False
gpt2-medium_pruned_0,1419398689,20,3507.885694503784,"Headlam was promoted to substantive air commodore on 1 January 1955 . In November he was posted to RAAF Overseas Headquarters , London , and the following year undertook studies at the Imperial Defence College . Returning to Australia , he served as acting Air Member for Personnel at the Department of Air , Canberra , from 19 March to 21 October 1957 , between the terms of Air Vice Marshals Fred Scherger and Allan Walters , and again from 24 August 1959 to 28 March 1960 , between the terms of Walters and Air Vice Marshal Bill Hely . In this role Headlam occupied a seat on the Air Board , the service 's controlling body that comprised its senior officers and was chaired by the Chief of the Air Staff . He was also one of two RAAF representatives to serve on a committee , chaired by businessman William John Allison , examining conditions of defence service ; the committee 's recommendations led to a doubling of flight pay , among other improvements . Headlam 's other positions at the Department of Air included Air Commodore Plans from October 1957 to January 1959 , and Director General Plans and Policy from January to August 1959 . The latter assignment put him in charge of the RAAF 's Directorate of Intelligence . Headlam was appointed a Commander of the Order of the British Empire ( CBE ) in the 1958 Queen 's Birthday Honours , gazetted on 3 June . In May 1960 he became acting Deputy Chief of the Air Staff .","Headlam was promoted to substantive air commodore on 1 January 1955 . In November he was posted to the Mediterranean Fleet , where he served as a naval officer . He was promoted to brigadier general on 1 January 1956 . He was appointed commander of the Mediterranean Fleet in March 1956 . He was promoted to brigadier general in October 1956 . He was appointed commander of the Mediterranean Fleet in March 1957 . He was promoted to brigadier general in October 1957 . He was appointed commander of the Mediterranean Fleet in March 1958 . He was promoted to brigadier general in October 1958 . He was appointed commander of the Mediterranean Fleet in March 1959 . He was promoted to brigadier general in October 1959 . He was appointed commander of the Mediterranean Fleet in March 1960 . He was promoted to brigadier general in October 1960 . He was appointed commander of the Mediterranean Fleet in March 1961 . He was promoted to brigadier general in October 1961 . He was appointed commander of the Mediterranean Fleet in March 1962 . He was promoted to brigadier general in October 1962 . He was appointed commander of the Mediterranean Fleet in March 1963 . He was promoted to brigadier general in October 1963 . He was appointed commander of the Mediterranean Fleet in March 1964 . He was promoted to brigadier general in October 1964 . He was appointed commander of the Mediterranean Fleet in March 1965 . He was promoted to brigadier general in October 1965 . He was appointed commander of the Mediterranean Fleet in March 1966 . He was promoted to brig",False,0.6094366908073425,False
gpt2-medium_pruned_0,1419398689,40,3249.309539794922,"Headlam was promoted to substantive air commodore on 1 January 1955 . In November he was posted to RAAF Overseas Headquarters , London , and the following year undertook studies at the Imperial Defence College . Returning to Australia , he served as acting Air Member for Personnel at the Department of Air , Canberra , from 19 March to 21 October 1957 , between the terms of Air Vice Marshals Fred Scherger and Allan Walters , and again from 24 August 1959 to 28 March 1960 , between the terms of Walters and Air Vice Marshal Bill Hely . In this role Headlam occupied a seat on the Air Board , the service 's controlling body that comprised its senior officers and was chaired by the Chief of the Air Staff . He was also one of two RAAF representatives to serve on a committee , chaired by businessman William John Allison , examining conditions of defence service ; the committee 's recommendations led to a doubling of flight pay , among other improvements . Headlam 's other positions at the Department of Air included Air Commodore Plans from October 1957 to January 1959 , and Director General Plans and Policy from January to August 1959 . The latter assignment put him in charge of the RAAF 's Directorate of Intelligence . Headlam was appointed a Commander of the Order of the British Empire ( CBE ) in the 1958 Queen 's Birthday Honours , gazetted on 3 June . In May 1960 he became acting Deputy Chief of the Air Staff .","Headlam was promoted to substantive air commodore on 1 January 1955 . In November he was posted to RAAF Overseas Headquarters , London , and the following year undertook studies at the Imperial Defence College . He was commissioned as a second lieutenant on 1 January 1956 , and was promoted to lieutenant colonel on 1 March 1956 . He was promoted to brigadier general on 1 April 1956 , and was promoted to brigadier general on 1 May 1956 . He was promoted to brigadier general on 1 June 1956 , and was promoted to brigadier general on 1 July 1956 . He was promoted to brigadier general on 1 August 1956 , and was promoted to brigadier general on 1 September 1956 . He was promoted to brigadier general on 1 October 1956 , and was promoted to brigadier general on 1 November 1956 . He was promoted to brigadier general on 1 December 1956 , and was promoted to brigadier general on 1 January 1957 . He was promoted to brigadier general on 1 February 1957 , and was promoted to brigadier general on 1 March 1957 . He was promoted to brigadier general on 1 April 1957 , and was promoted to brigadier general on 1 May 1957 . He was promoted to brigadier general on 1 June 1957 , and was promoted to brigadier general on 1 July 1957 . He was promoted to brigadier general on 1 August 1957 , and was promoted to brigadier general on 1 September 1957 . He was promoted to brigadier general on 1 October 1957 ,",False,0.6910372376441956,False
gpt2-medium_pruned_0,1419398689,100,2478.450298309326,"Headlam was promoted to substantive air commodore on 1 January 1955 . In November he was posted to RAAF Overseas Headquarters , London , and the following year undertook studies at the Imperial Defence College . Returning to Australia , he served as acting Air Member for Personnel at the Department of Air , Canberra , from 19 March to 21 October 1957 , between the terms of Air Vice Marshals Fred Scherger and Allan Walters , and again from 24 August 1959 to 28 March 1960 , between the terms of Walters and Air Vice Marshal Bill Hely . In this role Headlam occupied a seat on the Air Board , the service 's controlling body that comprised its senior officers and was chaired by the Chief of the Air Staff . He was also one of two RAAF representatives to serve on a committee , chaired by businessman William John Allison , examining conditions of defence service ; the committee 's recommendations led to a doubling of flight pay , among other improvements . Headlam 's other positions at the Department of Air included Air Commodore Plans from October 1957 to January 1959 , and Director General Plans and Policy from January to August 1959 . The latter assignment put him in charge of the RAAF 's Directorate of Intelligence . Headlam was appointed a Commander of the Order of the British Empire ( CBE ) in the 1958 Queen 's Birthday Honours , gazetted on 3 June . In May 1960 he became acting Deputy Chief of the Air Staff .","Headlam was promoted to substantive air commodore on 1 January 1955 . In November he was posted to RAAF Overseas Headquarters , London , and the following year undertook studies at the Imperial Defence College . Returning to Australia , he served as acting Air Member for Personnel at the Department of Air , Canberra , from 19 March to 21 October 1957 , between the terms of Air Vice Marshals Fred Scherger and Allan Walters , and again from 24 August 1959 to 28 March 1960 , between the terms of Walters and Marshals John McAllister and John McAllister . He was appointed to the Air Force Reserve in 1961 , and was promoted to the rank of brigadier general on 1 January 1964 . He was appointed to the Air Force Reserve in 1965 , and was promoted to brigadier general on 1 January 1966 . He was appointed to the Air Force Reserve in 1967 , and was promoted to brigadier general on 1 January 1968 . He was appointed to the Air Force Reserve in 1969 , and was promoted to brigadier general on 1 January 1970 . He was appointed to the Air Force Reserve in 1971 , and was promoted to brigadier general on 1 January 1972 . He was appointed to the Air Force Reserve in 1973 , and was promoted to brigadier general on 1 January 1974 . He was appointed to the Air Force Reserve in 1975 , and was promoted to brigadier general on 1 January 1976 . He was appointed to the Air Force Reserve in 1976 , and was promoted to",False,0.815171480178833,False
